TICKER,NOMBRE,SECTOR,INDUSTRIA,EMPLEADOS,PAIS,CIUDAD,DIRECCION,WEBSITE,TELEFONO,MONEDA,EXCHANGE,MARKET_CAP,RESUMEN
ACS.MC,"ACS, Actividades de Construcción y Servicios, S.A.",Industrials,Engineering & Construction,144045,Spain,Madrid,"Avenida de Pio XII, 102",https://www.grupoacs.com,34 91 343 92 00,EUR,MCE,17474347008,"ACS, Actividades de Construcción y Servicios, S.A. provides construction and related services in Spain, the United States, Australia, Canada, Germany, rest of Europe, and internationally. The company undertakes civil construction activities related to building infrastructure, such as highways, motorways, railways, maritime hydraulic, and airport works, residential buildings, and non-residential building; data centers, electric vehicle battery, healthcare and educational facilities, airports, sports, and commercial offices; and roads and bridges, dams and water treatment plants, and underground projects. It also offers infrastructure services for railway, transport, communications and technology, energy, resources, water, and defense sectors, as well as maintenance services for buildings, public places, and organizations; mining services. It also engages in the design, construction, and operation of mineral processing plants and associated mining infrastructure; promotion and development of transport concessions; real estate development and management activities; and invests in developing infrastructure projects. In addition, the company provides services for people, such as care for elderly citizens and dependent people. Further, it offers maintenance, cleaning, security, professional energy efficiency, and logistics services. ACS, Actividades de Construcción y Servicios, S.A. was founded in 1997 and is based in Madrid, Spain."
ACX.MC,"Acerinox, S.A.",Basic Materials,Steel,9344,Spain,Madrid,Calle Santiago de Compostela,https://www.acerinox.com,34 91 398 51 00,EUR,MCE,2696819968,"Acerinox, S.A., together with its subsidiaries, manufactures, process, and markets stainless steel products in Spain, the United States, Africa, Asia, Rest of Europe, and internationally. It operates through Stainless steel and High-performance Alloys segments. The company offers various flat products, including hot and cold rolled coils and sheets, strips, flat bars, and discs, as well as engraved coil and sheet, black coil, slabs, circles, billets, and plates. It also provides long products, which include wire and hexagonal wire rods, peeled bars, hot and cold reinforcement coils and bars, black bars, profiles, angles, and steel profiles; stainless steel, color coated, and reinforcement wires; and cold drawn finish bars, centreless ground finish bars, hot rolled reinforcement coil, hot rolled flat bars, welding consumables, springs, general purpose, prestressed, and profiles. In addition, it offers stainless steel products, such as austenitic, ferritic, duplex, and martensitic; and wire stainless steels for welding materials. Acerinox, S.A. was incorporated in 1970 and is headquartered in Madrid, Spain."
AD.AS,Koninklijke Ahold Delhaize N.V.,Consumer Defensive,Grocery Stores,390000,Netherlands,Zaandam,Provincialeweg 11,https://www.aholddelhaize.com,31 88 659 9111,EUR,AMS,31557576704,"Koninklijke Ahold Delhaize N.V. operates retail food stores and e-commerce in the Netherlands, the United States, and internationally. The company's stores offer produce, dairy, meat, deli, bakery, seafood, and frozen products; grocery, beer, and wine; floral, pet food, health and beauty care, kitchen and cookware, gardening tools, general merchandise articles, electronics, newspapers and magazines, and tobacco; gasoline; and pharmacy products. It operates its supermarkets, convenience stores, and online stores under the Albert, Albert Heijin, Alfa Beta Vassilopoulos, bol, Delhaize, ENA, Food Lion, Gall & Gall, Giant Food, The GIANT Company, Hannaford, Maxi, Mega Image, Stop & Shop, and Super Indo brands. The company was formerly known as Koninklijke Ahold N.V. and changed its name to Koninklijke Ahold Delhaize N.V. in July 2016. The company was founded in 1867 and is headquartered in Zaandam, the Netherlands."
ADDT-B.ST,Addtech AB (publ.),Industrials,Industrial Distribution,4585,Sweden,Stockholm,Box 5112,https://www.addtech.com,46 84 70 49 00,SEK,STO,89224667136,"Addtech AB (publ.) provides high-tech products and solutions in Sweden, Denmark, Finland, Norway, Germany, the United Kingdom, rest of Europe, and internationally. The company operates through Automation, Electrification, Energy, Industrial Solutions, and Process Technology segments. It produces and sells automation products and solutions, subsystems, and components for medical technology, industrial automation, and infrastructure, including solutions for industrial communications, built-in-data control systems, sensors, and cyber security solutions. The company also offers battery, energy-efficient power supply solutions, and power transmission; components and subsystems for electric driveline solutions; products for electric power transmission, electrical installation, and safety products for transport; solutions and systems primarily for the forest, special vehicles, and waste/recycling industries; and solutions for measuring, controlling, and streamlining industrial flows. Addtech AB (publ.) was founded in 1906 and is headquartered in Stockholm, Sweden."
ADM.L,Admiral Group plc,Financial Services,Insurance - Property & Casualty,15432,United Kingdom,Cardiff,Ty Admiral,https://admiralgroup.co.uk,44 3332 202 062,GBp,LSE,9893662720,"Admiral Group plc, a financial services company, provides insurance and personal lending products in the United Kingdom, France, Italy, Spain, and the United States. It operates through four segments: UK Insurance, International Insurance, Admiral Money, and Other. The company offers underwriting services that includes motor, household, pet, travel, and other insurance, as well as car and home insurance; and distributes and underwrites unsecured personal loans and car finance products. It provides its insurance product and services under the Admiral, Admiral Business, Admiral Money, Admiral Pioneer, Apparent Insurance, Balumba, Bell, Connect by Admiral, ConTe.it Assicurazioni, ConTe.it Prestiti, Diamond, Elephant, Elephant Auto, Gladiator, L'olivier  assurance, Qualitas Auto, and Veygo brand names. Admiral Group plc was founded in 1993 and is headquartered in Cardiff, the United Kingdom."
ADS.DE,adidas AG,Consumer Cyclical,Footwear & Accessories,61055,Germany,Herzogenaurach,Adi-Dassler-Strasse 1,https://www.adidas-group.com,49 91 32 84 0,EUR,GER,31924559872,"adidas AG, together with its subsidiaries, designs, develops, produces, and markets athletic and sports lifestyle products in Europe, North America, Greater China, Latin America, Japan, and South Korea. The company offers footwear, apparel, and accessories and gear, such as bags and balls, sunglasses, or fitness equipment under the adidas brand; golf footwear and apparel under the adidas Golf brand; and outdoor footwear under the Five Ten brand. It sells its products through its own retail stores; mono-branded franchise stores and shop-in-shops; joint ventures with retail partners, co-branded stores and wholesale and its e-commerce channels. The company was formerly known as adidas-Salomon AG and changed its name to adidas AG in June 2006. adidas AG was founded in 1920 and is headquartered in Herzogenaurach, Germany."
ADYEN.AS,Adyen N.V.,Technology,Software - Infrastructure,4568,Netherlands,Amsterdam,Simon Carmiggeltstraat 6-50,https://www.adyen.com,,EUR,AMS,43642040320,"Adyen N.V. operates a payments platform in Europe, the Middle East, Africa, North America, the Asia Pacific, and Latin America. Its platform integrates payments stack, including gateway, risk management, processing, acquiring, and settlement services. The company offers a back-end infrastructure for authorizing. It accepts payment through online, in-person payments, cross channel, and Adyen for Platforms. The company also provides optimization services, including Adyen Uplift, protect, authenticate and optimize. In addition, it offers financial products, such as accounts, capital, issuing, and payouts. It serves digital, mobility, SaaS platforms, retail, food and beverages, subscription, and hospitality businesses. The company was incorporated in 2006 and is based in Amsterdam, the Netherlands."
AENA.MC,"Aena S.M.E., S.A.",Industrials,Airports & Air Services,9757,Spain,Madrid,"calle Peonías, 12",https://www.aena.es,34 913 21 10 00,EUR,MCE,36959997952,"Aena S.M.E., S.A., together with its subsidiaries, engages in the management of airports in Spain, Brazil, the United Kingdom, Mexico, and Colombia. The company operates through Airports, Real Estate Services, AIRM, and International segments. It also manages commercial spaces in airport terminals, and a network of car parks and VIP areas; and leases or assigns use of land, office buildings, warehouses, hangars, and cargo vessels to airlines, air cargo operators, handling agents and other airport service providers. In addition, the company is involved in the operation of duty-free shops, food and beverage, and specialty shops; rental of cars; advertising; luggage wrapping machines; other vending machines; regulated services, including pharmacies, tobacconists, lottery vendors, etc.; and provision of financial services, such as currency exchange, VAT refunds, and ATMs, as well as advisory services to international airports. The company was formerly known as Aena, S.A. and changed its name to Aena S.M.E., S.A. in April 2017. Aena S.M.E., S.A. was founded in 1991 and is headquartered in Madrid, Spain. Aena S.M.E., S.A. operates as a subsidiary of Entidad Pública Empresarial ENAIRE."
AGN.AS,Aegon Ltd.,Financial Services,Insurance - Diversified,15500,Netherlands,The Hague,Aegonplein 50,https://www.aegon.com,31 70 344 3210,EUR,AMS,10282400768,"Aegon Ltd. provides insurance, pensions, retirement, and asset management services in the Americas, the Netherlands, the United Kingdom, and internationally. It offers life, accident, property and casualty, and health insurance; annuities, retirement plans, mutual funds, and stable value solutions; commercial and residential mortgage loans; digital saving services; retail and institutional investment management solutions; and investment vehicles. The company provides its products under the Transamerica and World Financial Group brands. Aegon Ltd. was founded in 1844 and is headquartered in The Hague, the Netherlands."
AHT.L,Ashtead Group plc,Industrials,Rental & Leasing Services,25382,United Kingdom,London,100 Cheapside,https://www.ashtead-group.com,44 20 7726 9700,GBp,LSE,23552901120,"Ashtead Group plc, together with its subsidiaries, engages in the construction, industrial, and general equipment rental business under the Sunbelt Rentals brand name in the United States, the United Kingdom, and Canada. It provides pumps, power generation, heating, cooling, scaffolding, traffic management, temporary flooring, structures and fencing, trench shoring, and lifting solutions. The company offers its products and services for airports, highways and bridges, office buildings, data centres, schools and universities, shopping centres, residential, remodeling, manufacturing plants, and green energy applications in the construction markets; maintenance, repair, and operations of office and apartment complexes, data and shopping centers, and golf courses, as well as industrial, entertainment and conference venues; entertainment and special events, such as national and sporting events, concerts, film and television production, theme parks, festivals, farmers' markets, local 5k runs, and cycle races; emergency response and restoration applications comprising fire, hurricanes, flooding, tornadoes, winter storms, residential emergencies, health emergencies, alternative care facilities, points of distribution, and healthcare testing facilities; and state and local government facilities, including government, hospitals, parks and recreation departments, and schools and universities, as well as for pavement/kerb repairs. The company was founded in 1947 and is headquartered in London, the United Kingdom."
AI.PA,L'Air Liquide S.A.,Basic Materials,Specialty Chemicals,66500,France,Paris,75 quai d'Orsay,https://www.airliquide.com,33 1 40 62 55 55,EUR,PAR,103631880192,"L'Air Liquide S.A. provides gases, technologies, and services for the industrial and health sectors in Europe, the Americas, the Asia Pacific, the Middle East, and Africa. It operates in Gas & Services, Engineering & Construction, and Global Markets & Technologies segments. The Gas & Services segment comprises large industries business, which offers gas and energy solutions including oxygen, nitrogen, argon, hydrogen, and carbon monoxide, as well as operates cogeneration plants to supply steam and electricity to metals, chemicals, refining, and energy industries; and industrial merchant business line provides industrial gases, equipment, hardgoods, and associated services to materials and energy, automotive and manufacturing, food and pharmaceuticals, technology and research, and craftsmen and retail sectors. This segment also includes healthcare business, which provides medical gases, home healthcare services, medical equipment, and specialty ingredient to patients, healthcare professionals, and hospitals; and electronic business supply carrier gases, electronic specialty and advanced materials, equipment and installation, service, and analysis to semiconductor, flat panel, and photovoltaic markets. The Engineering & Construction segment designs, develops, and builds industrial gas production plants to third parties; and designs and manufacture plants in the traditional, renewable, and alternative energy sectors. The Global Markets & Technologies segment delivers technological solutions, such as molecules, equipment, and services to energy transition and deep technology. 
This segment also invests in and operates biomethane production units; designs hydrogen refueling stations; and supplies gases for the offshore oil and gas platforms, offshore wind turbines, and cryogenic transportation by sea. L'Air Liquide S.A. was incorporated in 1902 and is headquartered in Paris, France."
AIR.DE,Airbus SE,Industrials,Aerospace & Defense,157935,Netherlands,Leiden,PO Box 32008,https://www.airbus.com,,EUR,GER,152726274048,"Airbus SE, together with its subsidiaries, engages in the design, manufacture, and delivery of aeronautics  and aerospace products, services, and solutions worldwide. It operates through three segments: Airbus, Airbus Helicopters, and Airbus Defence and Space. The Airbus segment develops, manufactures, markets, and sells commercial jet passenger aircraft, freighter aircraft, regional turboprop aircraft, and aircraft components, as well as provides aircraft conversion and related services. The Airbus Helicopters segment develops, manufactures, markets, and sells civil and military helicopters; and provides helicopter-related services. The Airbus Defence and Space segment designs, develops, delivers, and supports manned and unmanned military air systems and related services. This segment also offers civil and defence space systems for telecommunications, earth observations, navigation, and science and orbital systems; missile and space launcher systems; and services around data processing from platforms, secure communication, and cyber security. The company was formerly known as Airbus Group SE and changed its name to Airbus SE in April 2017. The company was incorporated in 1998 and is headquartered in Leiden, the Netherlands."
AIR.PA,Airbus SE,Industrials,Aerospace & Defense,157935,Netherlands,Leiden,PO Box 32008,https://www.airbus.com,,EUR,PAR,152742019072,"Airbus SE, together with its subsidiaries, engages in the design, manufacture, and delivery of aeronautics  and aerospace products, services, and solutions worldwide. It operates through three segments: Airbus, Airbus Helicopters, and Airbus Defence and Space. The Airbus segment develops, manufactures, markets, and sells commercial jet passenger aircraft, freighter aircraft, regional turboprop aircraft, and aircraft components, as well as provides aircraft conversion and related services. The Airbus Helicopters segment develops, manufactures, markets, and sells civil and military helicopters; and provides helicopter-related services. The Airbus Defence and Space segment designs, develops, delivers, and supports manned and unmanned military air systems and related services. This segment also offers civil and defence space systems for telecommunications, earth observations, navigation, and science and orbital systems; missile and space launcher systems; and services around data processing from platforms, secure communication, and cyber security. The company was formerly known as Airbus Group SE and changed its name to Airbus SE in April 2017. The company was incorporated in 1998 and is headquartered in Leiden, the Netherlands."
AKZA.AS,Akzo Nobel N.V.,Basic Materials,Specialty Chemicals,33700,Netherlands,Amsterdam,Christian Neefestraat 2,https://www.akzonobel.com,31 88 969 7555,EUR,AMS,10632849408,"Akzo Nobel N.V. produces and sells paints and coatings worldwide. It operates in two segments, Decorative Paints and Performance Coatings. The company offers decorative paints, including paints, lacquers, and varnishes; and a range of mixing machines and color concepts for the building and renovation industry, as well as automotive and specialty coatings. It also provides performance coatings that protect and enhance ships, cars, aircraft, yachts, architectural components, consumer goods, and oil and gas facilities, as well as powder coatings. The company offers its products under the AkzoNobel, Alabastine, Alba, Andercol, Apla, Armstead Trade, Astral, Astral Batiment, AwlGrip, Brikol, Bruguer, Cetabever, Cetol, Chemcraft, Colourland Paints, CONSOLAN, Coral, Cromadex, Cuprinol, Dulux, Dynacoat, Flexa, Glitsa, Grip-Gard, Hammerite, Herbol, Inca, Innenweis, Interlux, International, Interpon, Lesonal, Levis, Luxol, Mactra, Marshall, Mason CT, Mauvilac, Maxilite, Modern Classikk, Molto, Nordsjo, Oxirite, Pintuco, Pinotex, Polycell, Polyfilla, Procolor, Protecto, Relest, Resicoat, Sadolin, Salcomix, Savana, Sea Hawk, Sikkens, Sparlack, Taubmans, Titanlux, Trimetal, U-Tech, Vivechrom, VPowdertech, Wanda, Xyladecor, Xylazel, and Zweihorn brands. The company serves energy, packaging, infrastructure, and shipbuilding and maintenance industries, as well as general industries, such as agricultural and construction equipment, construction-related steel, metal fabrication, pipes, appliances, and transportation. The company was formerly known as Akzo NV and changed its name to Akzo Nobel N.V. in 1994. Akzo Nobel N.V. was founded in 1646 and is headquartered in Amsterdam, the Netherlands."
ALC.SW,Alcon Inc.,Healthcare,Medical Instruments & Supplies,25000,Switzerland,Geneva,Chemin de Blandonnet 8,https://www.alcon.com,41 589 112 110,CHF,EBS,31246059520,"Alcon Inc. researches, develops, manufactures, distributes, and sells eye care products worldwide. It operates through two segments, Surgical and Vision Care. The company offers equipment, instrumentation and diagnostics, intraocular lenses (IOLs), and other implantables; and consumables, including viscoelastics, surgical solutions, incisional instruments, surgical custom packs, and other products for surgical procedures. Its cataract products include Centurion vision system, LenSx laser system, Verion reference unit and Verion digital marker, ARGOS biometer, SMARTCATARACT health platform, NGENUITY 3D visualization system, LuxOR surgical ophthalmic microscope, and ORA system for intra-operative measurements; and implantable products, including monofocal, Toric, and Presbyopia-Correcting IOLs, as well as delivery systems, such as AutonoMe and UltraSert. In addition, it provides Custom Pak surgical procedure packs vitreoretinal products comprising constellation vision systems, procedure packs, lasers and hand-held microsurgical instruments, grieshaber, MIVS instruments, scissors, forceps and micro-instruments, medical grade vitreous tamponades, and Hypervit vitrectomy probes; and refractive surgery products, including WaveLight and Contoura Vision used for LASIK refractive procedure. Further, the company offers daily disposable, reusable, and color-enhancing contact lenses; ocular health products, such as dry eye, ocular allergies, glaucoma, and contact lens care, as well as ocular vitamins and redness relievers. The company was formerly known as Alcon Universal S.A. and changed its name to Alcon Inc. in December 2001. Alcon Inc. was founded in 1945 and is headquartered in Geneva, Switzerland."
ALFA.ST,Alfa Laval AB (publ),Industrials,Specialty Industrial Machinery,22828,Sweden,Lund,Rudeboksvägen 1,https://www.alfalaval.com,46 46 36 65 00,SEK,STO,180871462912,"Alfa Laval AB (publ) provides heat transfer, separation, and fluid handling products and solutions worldwide. It operates through three divisions: Energy, Food & Water, and Marine. The company offers ballast water management systems; oil/gas-fired steam and composite steam boilers, exhaust gas economizers, and electric steam boilers; and exhaust gas cleaning products, as well as decanters and separators. It also provides sensing and control, cleaning validation, and condition monitoring automation products; hygienic fittings, hygienic tubes, ultrapure fittings, and ultrapure tubes; agitators, tank mixers, and powder mixers; and centrifugal pumps, circumferential piston pumps, rotary lobe pumps, twin screws, three screw pumps, and gear pumps. In addition, the company offers rotary jet heads, rotary spray heads, wall mounted cleaning devices for tank cleaning, and static spray balls; and tank covers and accessories, as well as valves. Further, it provides plate heat exchangers, air cooled heat exchangers, scraped surface heat exchangers, and tubular heat exchangers. The company serves energy and utilities, home and personal care, food, dairy and beverage, marine and transportation, pharma and biotech, and water and wastewater industries. Alfa Laval AB (publ) was founded in 1883 and is headquartered in Lund, Sweden."
ALV.DE,Allianz SE,Financial Services,Insurance - Diversified,156626,Germany,Munich,Königinstrasse 28,https://www.allianz.com,49 89 3800 0,EUR,GER,135868170240,"Allianz SE, together with its subsidiaries, provides property-casualty insurance, life/health insurance, and asset management products and services Internationally. The company's Property-Casualty segment offers various insurance products, including motor liability, accident, fire and property, legal expense, credit, and travel to private and corporate customers. Its Life/Health segment provides a range of life and health insurance products on an individual and a group basis, such as annuities, endowment and term insurance, and unit-linked and investment-oriented products, as well as private and supplemental health, and long-term care insurance products. The company's Asset Management segment offers institutional and retail asset management products and services to third-party investors comprising equity and fixed income funds, cash, and multi-assets; and alternative investment products that include real estate, infrastructure debt/equity, real assets, and liquid alternatives. Its Corporate and Other segment provides banking services for retail clients, as well as digital investment services. Allianz SE was founded in 1890 and is headquartered in Munich, Germany."
ALW.L,Alliance Witan Ord,,,,,,,,,GBp,LSE,4955337216,
AMP.MI,Amplifon S.p.A.,Healthcare,Medical Distribution,11603,Italy,Milan,Via Ripamonti 133,https://www.amplifon.com,39 02 574721,EUR,MIL,3464510208,"Amplifon S.p.A. engages in the distribution of hearing solutions and the fitting of customized products that helps people to rediscover various emotions of sound in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. The company operates Ampli-care, a platform to deliver audiological care experience; and Amplifon App to manage the device functions in real-time directly from smartphone. It also offers Ampli-easy, Ampli-connect, Ampli-energy, and Ampli-mini hearing devices. The company was founded in 1950 and is headquartered in Milan, Italy."
AMRZ.SW,AMRIZE N,Basic Materials,Building Materials,19000,Switzerland,Zug,Grafenauweg 10,https://www.holcim.com/amrize,41 58 858 58 58,CHF,EBS,24379854848,"Amrize AG focuses on building materials business in North America. The company was incorporated in 2023 and is based in Zug, Switzerland. Amrize AG operates independently of Holcim AG as of June 23, 2025."
