ticker,period_end,Total Revenue,Cost Of Revenue,Gross Profit,Research Development,Selling General Administrative,Operating Expense,Other Operating Expenses,Operating Income,Total Other Income Expense Net,Ebit,Interest Expense,Income Before Tax,Tax Provision,Minority Interest,Net Income From Continuing Ops,Discontinued Operations,Extraordinary Items,Effect Of Accounting Charges,Other Items,Net Income,Net Income Applicable To Common Shares,Basic EPS,Diluted EPS,Basic Average Shares,Diluted Average Shares,Normalized Income,Depreciation,Depreciation & Amortization,Depreciation Depletion & Amortization,Preferred Dividends,Net Interest Income,Provision for Loan Losses,Total Premiums Earned
AENA.MC,2024-12-31 00:00:00,5763531000.0,1633254000.0,4130277000.0,,,1506826000.0,1562519000.0,2623451000.0,,,245748000.0,,583652000.0,,,,,,,1934224000.0,,1.289,1.289,1500561676.0,1500561676.0,1916042187.032805,,,,,-141704000.0,,
CLNX.MC,2024-12-31 00:00:00,4070205000.0,,,,,3486442000.0,864655000.0,583763000.0,,,816463000.0,,-657779000.0,,,,,,,-28043000.0,,-0.039684,-0.039684,705571553.0,705571553.0,282409750.0,,,,,-870148000.0,,
UNI.MC,2024-12-31 00:00:00,2128430000.0,,,,,1283537000.0,414262000.0,,,,1155110000.0,,242953000.0,,,,,,,573334000.0,,0.217,0.217,2612444000.0,2612444000.0,584852123.532835,,,,,1538082000.0,,
SRG.MI,2024-12-31 00:00:00,3548000000.0,432000000.0,3116000000.0,,,1346000000.0,83000000.0,1770000000.0,,,437000000.0,,422000000.0,,,,,,,1259000000.0,,0.375328,0.375328,3354396370.0,3354396370.0,1329500000.0,,,,,-331000000.0,,
PIRC.MI,2024-12-31 00:00:00,6773324000.0,2551868000.0,4221456000.0,,,3515886000.0,942973000.0,705570000.0,,,191954000.0,,146689000.0,,,,,,,467981000.0,,0.47,0.47,995744681.0,995744681.0,420613748.0,,,,,-253092000.0,,
PRY.MI,2024-12-31 00:00:00,17026000000.0,10740000000.0,6286000000.0,,,5131000000.0,2340000000.0,1155000000.0,,,214000000.0,,233000000.0,,,,,,,729000000.0,,2.59,2.52,281540000.0,290647000.0,759480000.0,,,,,-207000000.0,,
ISP.MI,2024-12-31 00:00:00,28294000000.0,,,,,14875000000.0,2500000000.0,,,,16512000000.0,,3399000000.0,,,,,,,8666000000.0,,0.487455,0.487455,17778041443.0,17778041443.0,8757904000.0,,,,,18090000000.0,,
BMED.MI,2024-12-31 00:00:00,2419351000.0,,,,,876744000.0,92201000.0,,,,589333000.0,,331065000.0,,,,,,,1119629000.0,,1.515,1.498,739262967.0,747366658.0,1165356606.4,,,,,874925000.0,,
ENI.MI,2024-12-31 00:00:00,88797000000.0,78714000000.0,10083000000.0,,,3430000000.0,,6653000000.0,,,8980000000.0,,3725000000.0,,,,,,,2624000000.0,,0.79,0.78,3167006396.0,3230351393.0,4245840000.0,,,,,-1265000000.0,,
BMPS.MI,2024-12-31 00:00:00,4200436000.0,,,,,2260336000.0,296015000.0,,,,2357199000.0,,-508100000.0,,,,,,,1950783000.0,,1.549,1.549,1259689706.0,1259689706.0,2082750160.0,,,,,2320750000.0,,
BZU.MI,2024-12-31 00:00:00,4313037000.0,1491699000.0,2821338000.0,,,1831043000.0,919791000.0,990295000.0,,,48882000.0,,150737000.0,,,,,,,942316000.0,,5.14,5.14,183319589.0,183319589.0,942112568.0,,,,,27143000.0,,
TRN.MI,2024-12-31 00:00:00,3646900000.0,305200000.0,3341700000.0,,,1669600000.0,352700000.0,1672100000.0,,,274400000.0,,455000000.0,,,,,,,1061900000.0,,0.523,0.523,2006064004.0,2006064004.0,1057908200.0,,,,,-175500000.0,,
BAMI.MI,2024-12-31 00:00:00,5545700000.0,,,,,2677892000.0,22192000.0,,,,,,789594000.0,,,,,,,1713812000.0,,,,,,1751209137.577969,,,,,3440045000.0,,
LDO.MI,2024-12-31 00:00:00,17763000000.0,15747000000.0,2016000000.0,,,705000000.0,227000000.0,1311000000.0,,,141000000.0,,289000000.0,,,,,,,1074000000.0,,1.865,1.865,575777000.0,575777000.0,1180818810.511757,,,,,177000000.0,,
MONC.MI,2024-12-31 00:00:00,3108924000.0,682367000.0,2426557000.0,,,1502733000.0,,923824000.0,,,33777000.0,,270213000.0,,,,,,,639596000.0,,2.363565,2.363565,270606444.0,270606444.0,644868500.0,,,,,-4812000.0,,
FBK.MI,2024-12-31 00:00:00,1523534000.0,,,,,581861000.0,221492000.0,,,,121332000.0,,286999000.0,,,,,,,652285000.0,,,,,,652528057.211663,,,,,708719000.0,,
PST.MI,2024-12-31 00:00:00,22535000000.0,18459000000.0,4076000000.0,,,1101000000.0,329000000.0,2975000000.0,,,52000000.0,,658000000.0,,,,,,,1994000000.0,,1.54,1.54,1294805195.0,1294805195.0,2339148800.0,,,,,130000000.0,,
RACE.MI,2024-12-31 00:00:00,6676668000.0,3329483000.0,3347185000.0,,,1467679000.0,12443000.0,1879506000.0,,,40054000.0,,363043000.0,,,,,,,1521877000.0,,8.47,8.46,179743000.0,179992000.0,1527562088.0,,,,,8241000.0,,
IG.MI,2024-12-31 00:00:00,2513863000.0,581380000.0,1932483000.0,,,1126140000.0,69006000.0,806343000.0,,,133745000.0,,165257000.0,,,,,,,478854000.0,,0.554338,0.554338,863913553.0,863913553.0,497034977.876948,,,,,-121045000.0,,
